Titulo,Review,Calificacion,FechaEstadia,Ciudad,Atraccion,TituloReview,Sentimiento,SentimientoHF
Fascinating and informative ,"A fascinating and wonderful sight, right in the centre of the city, the temple is always a good visit and the museum on the sight is very interesting explaining not just the temple but of pre Hispanic Mexico.",5,2023-10-01,Cdmx,Museo Del Templo Mayor,"Fascinating and informative. A fascinating and wonderful sight, right in the centre of the city, the temple is always a good visit and the museum on the sight is very interesting explaining not just the temple but of pre Hispanic Mexico.",Positivo,Positivo
AMAZING....missing this is like missing The Forum if you go to Rome!!!,"I can only say ""head bending.""  This is a must see top three in Mexico City. The excavation and preservation of the site is world class, particularly that the Spanish tore it down!  The relics that are on display in the museum structure at the back are not to be missed.  It's a 4 story structure, and you don't really get a good sense on the ground floor that it's worth going in, but don't miss it!  Every floor gets better, and you can spend an hour here and you will see critical findings that you don't see at the Anthropology Museum.  I was stunned by how affordable the museum is and how few people were there, as the entrance is obscure as it's underground at the back right corner of the cathedral, and not particularly well marked. However, the museum is NOT the little underground area where the tickets are sold, but the massive 4 story structure on the other side of the temple excavations. ",5,2023-09-01,Cdmx,Museo Del Templo Mayor,"AMAZING....missing this is like missing The Forum if you go to Rome!!!. I can only say ""head bending.""  This is a must see top three in Mexico City. The excavation and preservation of the site is world class, particularly that the Spanish tore it down!  The relics that are on display in the museum structure at the back are not to be missed.  It's a 4 story structure, and you don't really get a good sense on the ground floor that it's worth going in, but don't miss it!  Every floor gets better, and you can spend an hour here and you will see critical findings that you don't see at the Anthropology Museum.  I was stunned by how affordable the museum is and how few people were there, as the entrance is obscure as it's underground at the back right corner of the cathedral, and not particularly well marked. However, the museum is NOT the little underground area where the tickets are sold, but the massive 4 story structure on the other side of the temple excavations.",Positivo,Positivo
PRINCIPAL TEMPLO DE LA CULTURA MEXICA,Caminamos por el zócalo y llegamos a este Museo este sitio es lo que fuera el principal templo de la civilización mexica y exhibe más de 14000 objetos.Es fascinante adentrarnos a la historia y conocer más acerca de las civilizaciones. ,5,2023-08-01,Cdmx,Museo Del Templo Mayor,PRINCIPAL TEMPLO DE LA CULTURA MEXICA. Caminamos por el zócalo y llegamos a este Museo este sitio es lo que fuera el principal templo de la civilización mexica y exhibe más de 14000 objetos.Es fascinante adentrarnos a la historia y conocer más acerca de las civilizaciones.,Positivo,Positivo
Almost lost ruins,"The Templo Mayor is a must ruin was almost lost to history until it was rediscovered about 100 years ago. The location has ruins and a museum that takes a few hours. If you like history and ruins, you must see.",5,2023-07-01,Cdmx,Museo Del Templo Mayor,"Almost lost ruins. The Templo Mayor is a must ruin was almost lost to history until it was rediscovered about 100 years ago. The location has ruins and a museum that takes a few hours. If you like history and ruins, you must see.",Positivo,Positivo
No vayan a los restaurantes que están en la terraza!!!! FRAUDE TOTAL!!!,"Fuimos de visita a pasar un fin de semana en CDMX y pensamos en tomar un descanso en los restaurantes que están en las terrazas del zocalo para disfrutar la vista.Al principio todo bien. Atentos. Jarra de agua de cortesía. Sin embargo,  terminó siendo una pésima decisión.De una cuenta de $3350 (ya incluyendo la jarra de agua más cara de nuestras vidas), nos terminaron cobrando $5061:  jarra de agua en $499, un consumo (cover) de $533 y un importe que no supimos ni de qué fue.Pides explicaciones y no te entregan ticket, te presionan para que pagues.Íbamos con niños, así que no quisimos entrar en discusión,  pero por favor, tengan cuidado!(Adjunto ticket)",1,2025-08-01,Cdmx,Zocalo De La Ciudad De Mexico,"No vayan a los restaurantes que están en la terraza!!!! FRAUDE TOTAL!!!. Fuimos de visita a pasar un fin de semana en CDMX y pensamos en tomar un descanso en los restaurantes que están en las terrazas del zocalo para disfrutar la vista.Al principio todo bien. Atentos. Jarra de agua de cortesía. Sin embargo,  terminó siendo una pésima decisión.De una cuenta de $3350 (ya incluyendo la jarra de agua más cara de nuestras vidas), nos terminaron cobrando $5061:  jarra de agua en $499, un consumo (cover) de $533 y un importe que no supimos ni de qué fue.Pides explicaciones y no te entregan ticket, te presionan para que pagues.Íbamos con niños, así que no quisimos entrar en discusión,  pero por favor, tengan cuidado!(Adjunto ticket).",Negativo,Negativo
Zócalo de la Ciudad de México,El corazón de la CDMX: enorme plaza llena de historia y sede de grandes eventos. Rodeada de edificios emblemáticos y un ambiente lleno de vida.,5,2025-06-01,Cdmx,Zocalo De La Ciudad De Mexico,Zócalo de la Ciudad de México. El corazón de la CDMX: enorme plaza llena de historia y sede de grandes eventos. Rodeada de edificios emblemáticos y un ambiente lleno de vida.,Positivo,Positivo
no es bueno,"esto fue un desastre debido a miles de maestros que protestaban. había cientos de tiendas, caminar no era agradable",1,2025-05-01,Cdmx,Zocalo De La Ciudad De Mexico,"no es bueno. esto fue un desastre debido a miles de maestros que protestaban. había cientos de tiendas, caminar no era agradable.",Negativo,Negativo
Solas y esparcimiento ,"Es un espacio donde se observa creatividad , comercio, arte gastronomía, gente amable,espacio seguro,la organización de las actividades. Y distribución de chinamos y la accesibilidad de vendedores es digna de admirar.Me encanta México. ",5,2025-06-01,Cdmx,Zocalo De La Ciudad De Mexico,"Solas y esparcimiento. Es un espacio donde se observa creatividad , comercio, arte gastronomía, gente amable,espacio seguro,la organización de las actividades. Y distribución de chinamos y la accesibilidad de vendedores es digna de admirar.Me encanta México.",Positivo,Positivo
Plaza enorme,"Gran espacio abierto. Cuando asistimos no había nada en IT sin embargo había gente ofreciendo bendiciones tradicionales por una pequeña tarifa frente a la iglesia, que era genial. La zona en sí era agradable para pasear con un montón de arquitectura diferente.",5,2025-03-01,Cdmx,Zocalo De La Ciudad De Mexico,"Plaza enorme. Gran espacio abierto. Cuando asistimos no había nada en IT sin embargo había gente ofreciendo bendiciones tradicionales por una pequeña tarifa frente a la iglesia, que era genial. La zona en sí era agradable para pasear con un montón de arquitectura diferente.",Positivo,Positivo
¡No vayas allí!  IT ha convertido en un campamento gigante para personas sin hogar.,¡No vayas allí! Toda la plaza y las calles adyacentes han sido ocupadas por enormes campamentos de personas sin hogar. La zona está completamente cubierta de tiendas ITh y lonas con cuerdas que hacen imposible llegar. Estábamos atrapados tratando de salir de este lío y IT era una situación aterradora.,1,2025-05-01,Cdmx,Zocalo De La Ciudad De Mexico,¡No vayas allí!  IT ha convertido en un campamento gigante para personas sin hogar. ¡No vayas allí! Toda la plaza y las calles adyacentes han sido ocupadas por enormes campamentos de personas sin hogar. La zona está completamente cubierta de tiendas ITh y lonas con cuerdas que hacen imposible llegar. Estábamos atrapados tratando de salir de este lío y IT era una situación aterradora.,Negativo,Negativo
Bello,"Bellamente bello no hay belleza que se pueda embellecer bellamente ese lugar es simplemente bello,bello,bello (bello)",5,2024-06-01,Cdmx,Zocalo De La Ciudad De Mexico,"Bello. Bellamente bello no hay belleza que se pueda embellecer bellamente ese lugar es simplemente bello,bello,bello (bello).",Positivo,Positivo
