Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaEstadia,Ciudad,Atraccion,TituloReview
Sensational Views,"We went later in the day so the sun wasn't scorching our buns.. then watched a beautiful sunset upon reaching the summit..  it was a fairly easy/moderate hike for this senior.. took us about 25 minutes to go up, longer to come down because we watched the cruise ship leaving port, we pet some well-fed kitties, and took more pictures. Bring water and wear good shoes... you might need a flashlight if you're coming down at night... not much of a ""lighthouse"" per se, but none-the-less, incredible 360 city views... as for the wastewater treatment plant next door... it has been closed since 2022.",desconocido,4,"Columbia Británica, Canadá",2025-01-01,Mazatlan,El Faro De Mazatlan,"Sensational Views. We went later in the day so the sun wasn't scorching our buns.. then watched a beautiful sunset upon reaching the summit..  it was a fairly easy/moderate hike for this senior.. took us about 25 minutes to go up, longer to come down because we watched the cruise ship leaving port, we pet some well-fed kitties, and took more pictures. Bring water and wear good shoes... you might need a flashlight if you're coming down at night... not much of a ""lighthouse"" per se, but none-the-less, incredible 360 city views... as for the wastewater treatment plant next door... it has been closed since 2022."
Amazing views and city vantage point,"This is one to go to first thing in the day. Not only do you avoid the heat (it’s a heart rate elevating walk), you also avoid the crowds when there are cruise ships in town. Plus it’s lovely hearing everyone else speak Spanish as you walk up; makes it feel more local / special. We were fortunate enough to be the only ones at the Skywalk so got to enjoy it immediately and in solitude (once I picked up the courage to walk out).",desconocido,5,Auckland,2025-01-01,Mazatlan,El Faro De Mazatlan,"Amazing views and city vantage point. This is one to go to first thing in the day. Not only do you avoid the heat (it’s a heart rate elevating walk), you also avoid the crowds when there are cruise ships in town. Plus it’s lovely hearing everyone else speak Spanish as you walk up; makes it feel more local / special. We were fortunate enough to be the only ones at the Skywalk so got to enjoy it immediately and in solitude (once I picked up the courage to walk out)."
Vista increíble ,"La vista es muy bonita, pero para llegar hay que ir con la mentalidad de caminar mucho y después subir escalones aunque la verdad el esfuerzo vale mucho la pena.",desconocido,5,"Ciudad de México, México",2024-12-01,Mazatlan,El Faro De Mazatlan,"Vista increíble. La vista es muy bonita, pero para llegar hay que ir con la mentalidad de caminar mucho y después subir escalones aunque la verdad el esfuerzo vale mucho la pena."
"A tus viajes, agrégale siempre un poco de reto y de aventura … en Mazatlán tienen el faro y su puente de cristal","Se nos había dicho que subiera al faro, era todo un reto, son más de 336 escalones, por lo que sí, no es tan accesible, pero una vez llegando allá se convierte en un lugar hermoso la vista de Mazatlán, vale la pena y tiene su puente de cristal, que aunque es cierto que si está lleno y hay que hacer una fila bien, vale la fotografía.Hay que ser pacientes y considerar a las demás personas que también van a tomar sus fotografíasNosotros fuimos y no había mucha gente, y nosotros llevamos sombrilla para el sol, eso nos ayudó bastante. Aparte de ponernos bloqueador Tomamos una mochila y compramos Agua arriba para no cargarla desde abajoSi nos gustan los retos, este es el lugar para ello, y para medir nuestra condición física, no necesitas subir rápido, aunque sea lento, pero llegar arriba tiene su recompensa",desconocido,5,"Ciudad de México, México",2024-12-01,Mazatlan,El Faro De Mazatlan,"A tus viajes, agrégale siempre un poco de reto y de aventura … en Mazatlán tienen el faro y su puente de cristal. Se nos había dicho que subiera al faro, era todo un reto, son más de 336 escalones, por lo que sí, no es tan accesible, pero una vez llegando allá se convierte en un lugar hermoso la vista de Mazatlán, vale la pena y tiene su puente de cristal, que aunque es cierto que si está lleno y hay que hacer una fila bien, vale la fotografía.Hay que ser pacientes y considerar a las demás personas que también van a tomar sus fotografíasNosotros fuimos y no había mucha gente, y nosotros llevamos sombrilla para el sol, eso nos ayudó bastante. Aparte de ponernos bloqueador Tomamos una mochila y compramos Agua arriba para no cargarla desde abajoSi nos gustan los retos, este es el lugar para ello, y para medir nuestra condición física, no necesitas subir rápido, aunque sea lento, pero llegar arriba tiene su recompensa."
Excelente ubicación excelente vista,Excelente lugar no puedo escribir la belleza de lo que te puedes encontrar aquí lo que sea es que tienes que venir bien preparado para subir porque es muy pero muy cansado y como diría una conocida los que tienen condición lo pueden subir en una hora pero los que no tenemos condición dos Navidades así es de qué si vienes vete súper preparadocómodo para subir y bien hidratado,desconocido,5,"Grand Prairie, TX",2024-08-01,Mazatlan,El Faro De Mazatlan,Excelente ubicación excelente vista. Excelente lugar no puedo escribir la belleza de lo que te puedes encontrar aquí lo que sea es que tienes que venir bien preparado para subir porque es muy pero muy cansado y como diría una conocida los que tienen condición lo pueden subir en una hora pero los que no tenemos condición dos Navidades así es de qué si vienes vete súper preparadocómodo para subir y bien hidratado.
Camino diferente pero no te dejan osar al faro,"El último sanado de julio fuimos con la familia, pero no te dejan entrar, solo puedes manejar hasta la cima y la vista es limítala, el camino es angosto y peligroso, consideren que solo tendrás 4 miradores en el trayecto para ver la panorámica",desconocido,2,anonimo,2024-07-01,Mazatlan,El Faro De Mazatlan,"Camino diferente pero no te dejan osar al faro. El último sanado de julio fuimos con la familia, pero no te dejan entrar, solo puedes manejar hasta la cima y la vista es limítala, el camino es angosto y peligroso, consideren que solo tendrás 4 miradores en el trayecto para ver la panorámica."
Lugar hermoso con vistas especiales,"Es un lugar muy bonito que aparte ayuda a qué se haga ejercicio por sus escalones y su recorrido, cada paso vale la pena, recuerden llevar agua y bloqueador solar, las vistas son muy bonitas y los gatitos son los cuidadores del faro",desconocido,5,anonimo,2024-06-01,Mazatlan,El Faro De Mazatlan,"Lugar hermoso con vistas especiales. Es un lugar muy bonito que aparte ayuda a qué se haga ejercicio por sus escalones y su recorrido, cada paso vale la pena, recuerden llevar agua y bloqueador solar, las vistas son muy bonitas y los gatitos son los cuidadores del faro."
Worth the Hell,"We planned for months to hike El Faro and, by golly, we did! From the cruise ship terminal, its 3.1 miles round trip back to the ship.Be prepared!Of course, this is Mexico. It's going to be hot. The mountain has sheer cliffs on 2 of the side, so the only place to put the trail is in full sun. It's very steep so take your time, take lots of water and enjoy the amazing views.It's worth the journey!",desconocido,5,"Las Vegas, NV",2024-05-01,Mazatlan,El Faro De Mazatlan,"Worth the Hell. We planned for months to hike El Faro and, by golly, we did! From the cruise ship terminal, its 3.1 miles round trip back to the ship.Be prepared!Of course, this is Mexico. It's going to be hot. The mountain has sheer cliffs on 2 of the side, so the only place to put the trail is in full sun. It's very steep so take your time, take lots of water and enjoy the amazing views.It's worth the journey!."
Intensa caminata y espectaculares vistas.,"Prepárate para una intensa caminata, lindas vistas y un sitio maravilloso para tomar fotos. Lamentablemente no se puede entrar al faro. No se ofrece info sobre la importante labor que el faro tiene en la bahía.",desconocido,5,"Monterrey, México",2024-03-01,Mazatlan,El Faro De Mazatlan,"Intensa caminata y espectaculares vistas. Prepárate para una intensa caminata, lindas vistas y un sitio maravilloso para tomar fotos. Lamentablemente no se puede entrar al faro. No se ofrece info sobre la importante labor que el faro tiene en la bahía."
Great views of Mazatlán,"Great views at the top. Easy hike (winds up and then 336 steps to the top). It is free to walk up but if you want to walk out onto the glass floor viewing platform at the top, you must buy a ticket for 30pesos. You may have to wait about 10-15 minutes to enter this video no area (and need to remove shoes).",desconocido,5,"Vancouver, Canadá",2024-03-01,Mazatlan,El Faro De Mazatlan,"Great views of Mazatlán. Great views at the top. Easy hike (winds up and then 336 steps to the top). It is free to walk up but if you want to walk out onto the glass floor viewing platform at the top, you must buy a ticket for 30pesos. You may have to wait about 10-15 minutes to enter this video no area (and need to remove shoes)."
Lighthouse/market 1/2 day tour,"Had a wonderful day with our guide Raul.  He was very knowledgable with the history and folk tale.  Walked the lighthouse with us and the tour of the market , helped to answer questions.  Church was beautiful to see inside!",desconocido,5,"Columbia Británica, Canadá",2023-12-01,Mazatlan,El Faro De Mazatlan,"Lighthouse/market 1/2 day tour. Had a wonderful day with our guide Raul.  He was very knowledgable with the history and folk tale.  Walked the lighthouse with us and the tour of the market , helped to answer questions.  Church was beautiful to see inside!."
Faro y puente de cristal,"Muy buena experiencia, tienes que tener buena condición para subir hasta lo más alto del faro. Al finalizar el recorrido puedes entrar al nuevo puente de cristal. Muy recomendable !!",desconocido,5,"McAllen, TX",2023-12-01,Mazatlan,El Faro De Mazatlan,"Faro y puente de cristal. Muy buena experiencia, tienes que tener buena condición para subir hasta lo más alto del faro. Al finalizar el recorrido puedes entrar al nuevo puente de cristal. Muy recomendable !!."
La mejor vista de Mazatlán ,"Uno de los lugares turísticos que hay que visitar cuando estás en Mazatlán, ir preparados con botellas con agua, o bebidas rehidratantes, sino llevas ahí venden a buen precio, eso sí, no lleves bebidas alcohólicas por qué no te darán acceso el personal de seguridad. Llevar calzado deportivo evitando chanclas ya que es una caminata de 30 a 45 minutos entre la vereda y 336 escalones. En boleto para pasar al mirador que tiene puente de vidrio es muy barato por lo que se vale la pena pagar los $30 MXN, ir muy temprano para evitar el calor del día, o por la tarde.",desconocido,5,"Ciudad de México, México",2023-11-01,Mazatlan,El Faro De Mazatlan,"La mejor vista de Mazatlán. Uno de los lugares turísticos que hay que visitar cuando estás en Mazatlán, ir preparados con botellas con agua, o bebidas rehidratantes, sino llevas ahí venden a buen precio, eso sí, no lleves bebidas alcohólicas por qué no te darán acceso el personal de seguridad. Llevar calzado deportivo evitando chanclas ya que es una caminata de 30 a 45 minutos entre la vereda y 336 escalones. En boleto para pasar al mirador que tiene puente de vidrio es muy barato por lo que se vale la pena pagar los $30 MXN, ir muy temprano para evitar el calor del día, o por la tarde."
Great place to check out!,Beautiful hike! Definitely get the glass platform ticket that is a few dollars. There are cats everywhere which took the steep hike off my 11 year olds mind. Beautiful views of the city! Shop at top to get cold water was handy.,desconocido,5,"Melbourne, Australia",2023-10-01,Mazatlan,El Faro De Mazatlan,Great place to check out!. Beautiful hike! Definitely get the glass platform ticket that is a few dollars. There are cats everywhere which took the steep hike off my 11 year olds mind. Beautiful views of the city! Shop at top to get cold water was handy.
El faro natural más alto del mundo.,"Es un lugar que aparte de la función de seguridad para los barcos, ofrece increíbles panoramas para tomar unas excelentes fotos.Mucha gente acude también para mantenerse en forma, pues el ejercicio al subir y subir escaleras, ayudan a mantener nuestro físico sano y fuerte.La información que se tiene, es que es el faro natural más alto del mundo y lo tenemos en Mazatlan!!",desconocido,5,anonimo,2022-11-01,Mazatlan,El Faro De Mazatlan,"El faro natural más alto del mundo. Es un lugar que aparte de la función de seguridad para los barcos, ofrece increíbles panoramas para tomar unas excelentes fotos.Mucha gente acude también para mantenerse en forma, pues el ejercicio al subir y subir escaleras, ayudan a mantener nuestro físico sano y fuerte.La información que se tiene, es que es el faro natural más alto del mundo y lo tenemos en Mazatlan!!."
