Titulo,Review,Calificacion,FechaEstadia,Ciudad,Atraccion,TituloReview,TituloReviewLimpio,SentimientoPorCalificacion,SentimientoPorHF,SentimientoPorCardiff,SubjetividadConHF,SubjetividadConFrases,SubjetividadConLLM,TopicoConBERTopic,TopicoConFASTopic,labels_parsed,num_labels,TopicoConLLM_gpt-4o-mini,TopicoConLLM_gpt-4.1-mini
Increíble,"Fernando fue muy divertido y guapo y el tour está increíble, vine con mi pareja y los dos nos divertíamos mucho. Recomendando",5,2025-07-01,Cancun,Puerto Maya Cancun,"Increíble. Fernando fue muy divertido y guapo y el tour está increíble, vine con mi pareja y los dos nos divertíamos mucho. Recomendando.",fernando ser mucho y y el tour este venir con mi pareja y el dos yo divertiamos mucho recomendar,Positivo,Positivo,Positivo,Subjetivo,Mixta,Subjetiva,,Excursiones Guiadas,"[4, 10]",2,[13],[10]
"Charlie nos trató muy bien, las motos avanzan muy bien y en muy buenas condiciones , la verdad se recomienda mucho, hay que tener cuidado con las vueltas x que se pueden caer el segundo pasajero","Charlie nos trató muy bien, las motos avanzan muy bien y en muy buenas condiciones , la verdad se recomienda mucho, hay que tener cuidado con las vueltas x que se pueden caer el segundo pasajero",5,2025-07-01,Cancun,Puerto Maya Cancun,"Charlie nos trató muy bien, las motos avanzan muy bien y en muy buenas condiciones , la verdad se recomienda mucho, hay que tener cuidado con las vueltas x que se pueden caer el segundo pasajero. Charlie nos trató muy bien, las motos avanzan muy bien y en muy buenas condiciones , la verdad se recomienda mucho, hay que tener cuidado con las vueltas x que se pueden caer el segundo pasajero.",charlie yo tratar mucho bien el moto avanzar mucho bien y en mucho condición el verdad él recomendar mucho haber que tener cuidado con el vuelta que él poder caer el pasajero charlie yo tratar mucho bien el moto avanzar mucho bien y en mucho condición el verdad él recomendar mucho haber que tener cuidado con el vuelta que él poder caer el pasajero,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Mixta,,Actividades Acuáticas,"[2, 10]",2,"[2, 10]","[2, 10]"
Buen paseo!! Recomendable,Muy bien Roberto! Lo importante es que se ve que manejan muy bien todo y te sientes seguro(a) todo excelente!! Si vuelvo!,5,2025-07-01,Cancun,Puerto Maya Cancun,Buen paseo!! Recomendable. Muy bien Roberto! Lo importante es que se ve que manejan muy bien todo y te sientes seguro(a) todo excelente!! Si vuelvo!.,pasear mucho bien él ser que él ver que manejar mucho bien todo y tú sentir todo excelente si volver,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Subjetiva,,Actividades Acuáticas,[10],1,"[10, 11]","[2, 10, 11]"
Increíble panorama y experiencia,"Excelente y novedoso tour , lo hicimos con Fernando y excelente guía también muy recomendable a mis niñas les encantó en familia una súper experiencia",5,2025-07-01,Cancun,Puerto Maya Cancun,"Increíble panorama y experiencia. Excelente y novedoso tour , lo hicimos con Fernando y excelente guía también muy recomendable a mis niñas les encantó en familia una súper experiencia.",panorama y experiencia y tour él hicimo con fernando y guia tambien mucho mi nina él encantar en familia uno experiencia,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Subjetiva,,Excursiones Guiadas,[8],1,[8],[10]
Increíble mejor servicio y la tripulación se queda cerca para asegurarse de que todo el mundo está a salvo mejor moto acuática en la ciudad! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,Increíble mejor servicio y la tripulación se queda cerca para asegurarse de que todo el mundo está a salvo mejor moto acuática en la ciudad! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,5,2025-07-01,Cancun,Puerto Maya Cancun,Increíble mejor servicio y la tripulación se queda cerca para asegurarse de que todo el mundo está a salvo mejor moto acuática en la ciudad! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !. Increíble mejor servicio y la tripulación se queda cerca para asegurarse de que todo el mundo está a salvo mejor moto acuática en la ciudad! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !.,servicio y el tripulacion él quedar cerca para asegurar él de que todo el mundo este a salvo moto en el ciudad servicio y el tripulacion él quedar cerca para asegurar él de que todo el mundo este a salvo moto en el ciudad,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Subjetiva,,Vida Nocturna,"[6, 10]",2,"[6, 10]","[9, 10, 11]"
Excelente actividad para todos,"Excelente trabajo, se disfrutó mucho, siempre guiado, se sintió seguro y los capitanes muy atentos y amabkes. Vistas muy bonitas  y divertido para todos.",5,2025-07-01,Cancun,Puerto Maya Cancun,"Excelente actividad para todos. Excelente trabajo, se disfrutó mucho, siempre guiado, se sintió seguro y los capitanes muy atentos y amabkes. Vistas muy bonitas  y divertido para todos.",actividad para todo trabajo él disfrutar mucho siempre él sintiir y el capitán mucho y amabkes visto mucho y para todo,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Subjetiva,,Excursiones Guiadas,"[6, 8, 10]",3,"[6, 10]","[2, 8, 10]"
Excelente,"Estuvimos aquí con mi familia y definitivamente puedo decir que es un lugar increíble, desde el recibimiento, la comida, el ambiente. Nicole hizo de nuestra velada una noche increíble, su atención fue muy buena, esperamos volver !",5,2025-07-01,Cancun,Puerto Maya Cancun,"Excelente. Estuvimos aquí con mi familia y definitivamente puedo decir que es un lugar increíble, desde el recibimiento, la comida, el ambiente. Nicole hizo de nuestra velada una noche increíble, su atención fue muy buena, esperamos volver !.",estuvir aqui con mi familia y definitivamente poder decir que ser uno lugar desde el recibimiento el comida el ambiente nico él hacer de nuestro velada uno noche su atencion ser mucho esperar volver,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Subjetiva,,Vida Nocturna,"[0, 1, 10, 13]",4,"[0, 1, 10]","[1, 10]"
Jetskis,"Un paseo muy divertido, va a la velocidad deseada, muy cansador y con posibilidad de caerse, pero lo recomendaría a todas las edades mayores de 12 años, ya que solo aquellos que tienen 18 años o más pueden conducir el Jetski y a mi hermano le costó mucho sujetarse.",5,2025-07-01,Cancun,Puerto Maya Cancun,"Jetskis. Un paseo muy divertido, va a la velocidad deseada, muy cansador y con posibilidad de caerse, pero lo recomendaría a todas las edades mayores de 12 años, ya que solo aquellos que tienen 18 años o más pueden conducir el Jetski y a mi hermano le costó mucho sujetarse.",jetskis uno paseo mucho ir a el velocidad mucho y con posibilidad de caer él pero él recomendariar a todo el edad de ano ya que aquel que tener ano o mas poder conducir el jetski y a mi hermano él costo mucho sujetar él,Positivo,Positivo,Positivo,Subjetivo,Mixta,Mixta,,Actividades Acuáticas,[6],1,[6],[6]
Dulce comentario,Muy buena atención y excelente atracción recomendada nos tocó un guía muy buena onda Llamado Romel nos ayudó mucho en las instrucciones para tener un buen tour 👌🏻,5,2025-07-01,Cancun,Puerto Maya Cancun,Dulce comentario. Muy buena atención y excelente atracción recomendada nos tocó un guía muy buena onda Llamado Romel nos ayudó mucho en las instrucciones para tener un buen tour 👌🏻.,comentario mucho atencion y atraccion yo tocar uno guia mucho ondo romel yo ayudo mucho en el instrucción para tener uno tour,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Subjetiva,,Excursiones Guiadas,[10],1,[10],[10]
Emocionante y bonito la vez,"Excelente experiencia, muy bien organizado, la lancha funcionó muy bien.Fernando fue un gran guía durante el recorrido",5,2025-07-01,Cancun,Puerto Maya Cancun,"Emocionante y bonito la vez. Excelente experiencia, muy bien organizado, la lancha funcionó muy bien.Fernando fue un gran guía durante el recorrido.",y bonito el vez excelente experiencia mucho bien organizado el lancha funciono mucho bien fernando ser uno gran guia durante el recorrido,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Mixta,,Excursiones Guiadas,[6],1,"[2, 10]","[2, 10]"
Increíble,"Muy buena atención, establecen bien las reglas y están al pendiente de todos. Increíble servicio, por supuesto que volvería a realizar esta actividad",5,2025-07-01,Cancun,Puerto Maya Cancun,"Increíble. Muy buena atención, establecen bien las reglas y están al pendiente de todos. Increíble servicio, por supuesto que volvería a realizar esta actividad.",mucho atencion establecer bien el regla y estar al pendiente de todo servicio por supuesto que volveriar a realizar este actividad,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Subjetiva,,Excursiones Guiadas,[10],1,[10],[10]
Amazing tour,"The service of the captain fox was amazing 🤩 I will definitely do it again         Gracias Al capitán Fox pude realizar mi actividad,mucho apoyo y profesionalismo",5,2025-07-01,Cancun,Puerto Maya Cancun,"Amazing tour. The service of the captain fox was amazing 🤩 I will definitely do it again         Gracias Al capitán Fox pude realizar mi actividad,mucho apoyo y profesionalismo.",amazing tour the service the captain was i will definitely do it again gracias al capitar fox poder realizar mi actividad mucho apoyo y profesionalismo,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Mixta,,Excursiones Guiadas,[10],1,[10],[10]
Captain Fox 10/10,"Excellent service with captain fox, it was super fun. Excelente servicio con el capitan fox fue muy divertido sin duda una experiencia que lo volveria a repetir",5,2025-07-01,Cancun,Puerto Maya Cancun,"Captain Fox 10/10. Excellent service with captain fox, it was super fun. Excelente servicio con el capitan fox fue muy divertido sin duda una experiencia que lo volveria a repetir.",captain fox service with captain it was servicio con el capitan ser mucho sin duda uno experiencia que él volveriar a repetir,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Mixta,,Excursiones Guiadas,[10],1,[10],"[6, 10]"
Excelente,"Perfecto muy padre todo, el capitán Fox muy atento y amable en todo momento, gran persona y profesional en su trabajo, ayudó a mi novia todo el tiempo",5,2025-06-01,Cancun,Puerto Maya Cancun,"Excelente. Perfecto muy padre todo, el capitán Fox muy atento y amable en todo momento, gran persona y profesional en su trabajo, ayudó a mi novia todo el tiempo.",mucho padre todo el capitar fox mucho y en todo momento persón y en su trabajo ayudo a mi novia todo el tiempo,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Subjetiva,,Excursiones Guiadas,[10],1,[10],[10]
Jet sky,"Me la pasé increíble, el chico bryan tiene mucho talento y muy atento y amable, todo es muy seguro y la experiencia y vistas inigualables",5,2025-07-01,Cancun,Puerto Maya Cancun,"Jet sky. Me la pasé increíble, el chico bryan tiene mucho talento y muy atento y amable, todo es muy seguro y la experiencia y vistas inigualables.",jet sky yo él pasar el chico tener mucho talento y mucho y todo ser mucho y el experiencia y ver,Positivo,Positivo,Positivo,Subjetivo,Mixta,Subjetiva,,Excursiones Guiadas,"[6, 10]",2,"[6, 10, 11]","[6, 10, 11]"
Buena experiencia,"La experiencia estuvo buenísima, Fernando es un excelente capitán lo recomiendo, explica muy bien en inglés y español",5,2025-06-01,Cancun,Puerto Maya Cancun,"Buena experiencia. La experiencia estuvo buenísima, Fernando es un excelente capitán lo recomiendo, explica muy bien en inglés y español.",experiencia el experiencia estar fernando ser uno capitar él recomeir explicar mucho bien en ingl y,Positivo,Positivo,Positivo,Subjetivo,Subjetivo,Mixta,,Excursiones Guiadas,[6],1,[10],[10]
El viaje mas divertido,"Buena experiencia, mi guía fue Cristian viajé con mi familia a este tour por Cancún y fui a varios más pero para mí este fue el mejor cuando íbamos buceando viendo el mar por accidente me raspé con un coral y Christian me rescató, me ayudo y me desinfecto la herida. Mientras los demas buceaban los ultimos 5 minutos el me ayudo con la herida y se puso a platicar conmigo y mis hijas. Sin dudas, no seria la misma experiencia sin estos guias tan serviciales, amables y divertidos. Los personajes mayas en especial Juan o Jesus, no recuerdo cómo se llamaba.",5,2025-06-01,Cancun,Puerto Maya Cancun,"El viaje mas divertido. Buena experiencia, mi guía fue Cristian viajé con mi familia a este tour por Cancún y fui a varios más pero para mí este fue el mejor cuando íbamos buceando viendo el mar por accidente me raspé con un coral y Christian me rescató, me ayudo y me desinfecto la herida. Mientras los demas buceaban los ultimos 5 minutos el me ayudo con la herida y se puso a platicar conmigo y mis hijas. Sin dudas, no seria la misma experiencia sin estos guias tan serviciales, amables y divertidos. Los personajes mayas en especial Juan o Jesus, no recuerdo cómo se llamaba.",el viaje mas experiencia mi guia ser viaje con mi familia a este tour por cancun y ir a varios mas pero para mi este ser el cuando ibir bucear ver el mar por accidente yo raspe con uno coral y christian yo rescato yo ayudar y yo desinfectir el herida mientras el demas bucear el minuto el yo ayudo con el herida y él poner a platicar conmigo y mi hija sin duda no seriar el mismo experiencia sin este guia tanto y el personaje en juan o jesu no recordar como él llamar,Positivo,Positivo,Positivo,Subjetivo,Mixta,Mixta,,Vida Marina,"[6, 10]",2,"[6, 10]","[4, 6, 9, 10]"
El mejor viaje,"El viaje fue muy divertido y emocionante. La mejor parte fue cuando nos subimos a las lanchas, nuestro guía fue Cristian de Cancún Quintana Roo. Nos guió y cuando buseamos el noto que me daban miedo los peces y me ayudó a nadar, después de que nos diera el tour yo y mi familia nos pusimos a platicar con el. El viaje fue muy divertido y nuestro guía fue muy amable y divertido. Fui a 5 tours por Cancún y sinceramente este fue el mejor.",5,2025-06-01,Cancun,Puerto Maya Cancun,"El mejor viaje. El viaje fue muy divertido y emocionante. La mejor parte fue cuando nos subimos a las lanchas, nuestro guía fue Cristian de Cancún Quintana Roo. Nos guió y cuando buseamos el noto que me daban miedo los peces y me ayudó a nadar, después de que nos diera el tour yo y mi familia nos pusimos a platicar con el. El viaje fue muy divertido y nuestro guía fue muy amable y divertido. Fui a 5 tours por Cancún y sinceramente este fue el mejor.",el viaje el viaje ser mucho y el parte ser cuando yo subir a el lancha nuestro guia ser de cancun roo yo guio y cuando busear el noto que yo dar miedo el pez y yo ayudo a nadar despu de que yo dar el tour yo y mi familia yo pusir a platicar con el el viaje ser mucho y nuestro guia ser mucho y ir a tours por cancun y sinceramente este ser el,Positivo,Positivo,Positivo,Subjetivo,Mixta,Mixta,,Vida Marina,"[6, 10]",2,"[6, 10]","[6, 10]"
