Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia,Ciudad,Atraccion,TituloReview,Sentimiento,SentimientoHF
Ideal para familias y niños,"Esta es una gran actividad familiar y los niños de todas las edades lo disfrutarán. Tomamos un Uber de ida y vuelta porque está bastante lejos del distrito central - rápido y barato en Uber, pero un viaje largo y arduo en transporte público. Los mejores muelles para niños son Navitas o Saltier - usamos Navitas. Son menos estridentes que el Embarcadero principal y los barqueros juegan directamente en el costo - le mostrarán la tarifa de la ciudad de 750 pesos por hora y aceptar su decisión cuando les diga cuántas horas desea. Pasamos una hora que fue suficiente para tener una idea de los canales y casi tanto como mi hija podía permanecer en el barco. La gente tratará de venderte cosas mientras navegas - estilo mercado flotante - compramos algunos bocadillos y agua, pero puedes decir 'no gracias' si no quieres comprar nada y están bien con eso. Hay un pequeño mercado encantador y algunos restaurantes en Navitas para pasear después de su viaje. En el camino algunos operadores turísticos agresivos vinieron al lado de nuestro Uber en motocicletas y le pidieron al conductor que nos dejara en el muelle principal y él nos preguntó si queríamos eso y yo fui firme en Navitas. Creo que habría sido una trampa. Cuidado con eso.",Familia,5,anonimo,2025-04-13,2025-04-01,Cdmx,Jardines Flotantes De Xochimilco,"Ideal para familias y niños Esta es una gran actividad familiar y los niños de todas las edades lo disfrutarán. Tomamos un Uber de ida y vuelta porque está bastante lejos del distrito central - rápido y barato en Uber, pero un viaje largo y arduo en transporte público. Los mejores muelles para niños son Navitas o Saltier - usamos Navitas. Son menos estridentes que el Embarcadero principal y los barqueros juegan directamente en el costo - le mostrarán la tarifa de la ciudad de 750 pesos por hora y aceptar su decisión cuando les diga cuántas horas desea. Pasamos una hora que fue suficiente para tener una idea de los canales y casi tanto como mi hija podía permanecer en el barco. La gente tratará de venderte cosas mientras navegas - estilo mercado flotante - compramos algunos bocadillos y agua, pero puedes decir 'no gracias' si no quieres comprar nada y están bien con eso. Hay un pequeño mercado encantador y algunos restaurantes en Navitas para pasear después de su viaje. En el camino algunos operadores turísticos agresivos vinieron al lado de nuestro Uber en motocicletas y le pidieron al conductor que nos dejara en el muelle principal y él nos preguntó si queríamos eso y yo fui firme en Navitas. Creo que habría sido una trampa. Cuidado con eso.",Positivo,Positivo
Tal vez no sea el mejor uso de su tiempo,"Si bien la excursión fue lo suficientemente interesante, no valió la pena todo el tiempo y los gastos que se necesitaron para llegar allí. Si no estás de acuerdo, sáltalo.",Familia,3,anonimo,2025-04-08,2025-03-01,Cdmx,Jardines Flotantes De Xochimilco,"Tal vez no sea el mejor uso de su tiempo Si bien la excursión fue lo suficientemente interesante, no valió la pena todo el tiempo y los gastos que se necesitaron para llegar allí. Si no estás de acuerdo, sáltalo.",Neutro,Negativo
¡NO GRACIAS!,"Lamenté no haber hecho esto cuando había estado en México en un viaje anterior. Y ahora, habiéndolo hecho, me arrepiento aún más. Me arrepiento de haber traído a mi familia aquí durante medio día y haber malgastado más de 200 € en toda la experiencia. Todo lo relacionado con esto se siente difícil y solo una comunidad de personas tratando de estafar a los turistas en cada oportunidad posible. Podría añadir en este punto que hay un cargo por usar los baños también. Después de haberme desgastado diciendo ""no gracias"" para que todos trataran de vender de todo, desde cerveza caliente hasta flores de plástico u ositos de peluche de aspecto aterrador, finalmente sucumbí a comprar un plato de papel de tacos fríos y asquerosos que costaban 220 pesos, probablemente habría sido mejor tirar el dinero al canal sucio. En cuanto al gusto, si hubiera sacado el dinero sucio y me lo hubiera comido, probablemente habría sido más satisfactorio. Si no lo has adivinado a estas alturas, te recomendaría decir ""No gracias"" si alguien te pide que vayas a una de esas. De lo contrario, repetirás esas palabras ad nauseum el resto del día. Usa el dinero, ve a un restaurante muy bonito con tu pareja/familia/amigos, etc., y mira un vídeo de él en YouTube. Créeme, te sentirás mucho mejor por ello. ¡EVITA!",Familia,1,"Wicklow, Irlanda",2025-03-09,2025-03-01,Cdmx,Jardines Flotantes De Xochimilco,"¡NO GRACIAS! Lamenté no haber hecho esto cuando había estado en México en un viaje anterior. Y ahora, habiéndolo hecho, me arrepiento aún más. Me arrepiento de haber traído a mi familia aquí durante medio día y haber malgastado más de 200 € en toda la experiencia. Todo lo relacionado con esto se siente difícil y solo una comunidad de personas tratando de estafar a los turistas en cada oportunidad posible. Podría añadir en este punto que hay un cargo por usar los baños también. Después de haberme desgastado diciendo ""no gracias"" para que todos trataran de vender de todo, desde cerveza caliente hasta flores de plástico u ositos de peluche de aspecto aterrador, finalmente sucumbí a comprar un plato de papel de tacos fríos y asquerosos que costaban 220 pesos, probablemente habría sido mejor tirar el dinero al canal sucio. En cuanto al gusto, si hubiera sacado el dinero sucio y me lo hubiera comido, probablemente habría sido más satisfactorio. Si no lo has adivinado a estas alturas, te recomendaría decir ""No gracias"" si alguien te pide que vayas a una de esas. De lo contrario, repetirás esas palabras ad nauseum el resto del día. Usa el dinero, ve a un restaurante muy bonito con tu pareja/familia/amigos, etc., y mira un vídeo de él en YouTube. Créeme, te sentirás mucho mejor por ello. ¡EVITA!",Negativo,Negativo
Muy divertido.,"Mucha diversión y una excelente actividad familiar. Asegúrate de tomar algo de comida de picnic, pero el chico del barco se detuvo para nosotros cuando vimos algo que queríamos.",Familia,4,"Plano, TX",2025-03-02,2025-02-01,Cdmx,Jardines Flotantes De Xochimilco,"Muy divertido. Mucha diversión y una excelente actividad familiar. Asegúrate de tomar algo de comida de picnic, pero el chico del barco se detuvo para nosotros cuando vimos algo que queríamos.",Positivo,Positivo
¡Qué esperar!,"Mi novia y yo hicimos un tour aquí... fue muy relajante. Todas las reseñas que llaman a esto una trampa turística pueden estar un poco cansadas porque realmente no sabían qué esperar... déjame ayudar a los próximos visitantes un poco...  1 ) Los barcos se alquilan por horas, independientemente de cuántas personas estén a bordo. Pagamos alrededor de $ 60 USD / hora para 2 de nosotros. Un poco más alto de lo normal, pero teníamos el barco para nosotros y disfrutamos de él.  2 ) Mariachis en barcos pedirán cantar... $ 300 Pesos por canción.  3 ) Cervezas vendidas en bote... $ 120 Pesos por cerveza (caguamas alias, 40 oz)  4 ) La propina del barco es de $ 350 pesos. Salimos por 2 horas... tiempo más que suficiente para un crucero relajante en el canal. Los fines de semana están llenos, moviéndonos despacio... fuimos entre semana y nos divertimos mucho. Recomiendo este tour... asegúrese de tomar dinero en efectivo!",Pareja,4,anonimo,2025-02-26,2025-02-01,Cdmx,Jardines Flotantes De Xochimilco,"¡Qué esperar! Mi novia y yo hicimos un tour aquí... fue muy relajante. Todas las reseñas que llaman a esto una trampa turística pueden estar un poco cansadas porque realmente no sabían qué esperar... déjame ayudar a los próximos visitantes un poco...  1 ) Los barcos se alquilan por horas, independientemente de cuántas personas estén a bordo. Pagamos alrededor de $ 60 USD / hora para 2 de nosotros. Un poco más alto de lo normal, pero teníamos el barco para nosotros y disfrutamos de él.  2 ) Mariachis en barcos pedirán cantar... $ 300 Pesos por canción.  3 ) Cervezas vendidas en bote... $ 120 Pesos por cerveza (caguamas alias, 40 oz)  4 ) La propina del barco es de $ 350 pesos. Salimos por 2 horas... tiempo más que suficiente para un crucero relajante en el canal. Los fines de semana están llenos, moviéndonos despacio... fuimos entre semana y nos divertimos mucho. Recomiendo este tour... asegúrese de tomar dinero en efectivo!",Positivo,Positivo
Trampa turística no vale la pena el viaje,"Xochimilco fue una decepción. Hay poco que aprender sobre la historia maya de los canales y, en enero, las flores no estaban en flor. Estúpidamente nos sobrevendido un viaje de dos horas en uno de los muchos barcos que sirven a los turistas. Una hora habría sido tiempo más que suficiente para llegar a la esencia. Hay imágenes interesantes de lugareños usando barcazas para ir y venir. Pero la mayor parte del tráfico fluvial son otras barcazas turísticas y embarcaciones más pequeñas que venden bebidas, comida y serenatas de mariachi. Fuimos solos en taxi. Si eliges ir, este puede ser un lugar donde un tour tenga sentido ya que los barcos cobran una tarifa por hora (actualmente $750 M) independientemente del número de pasajeros. O busque otros grupos pequeños y empareje.",Pareja,3,"Nueva York, Estado de Nueva York",2025-01-29,2025-01-01,Cdmx,Jardines Flotantes De Xochimilco,"Trampa turística no vale la pena el viaje Xochimilco fue una decepción. Hay poco que aprender sobre la historia maya de los canales y, en enero, las flores no estaban en flor. Estúpidamente nos sobrevendido un viaje de dos horas en uno de los muchos barcos que sirven a los turistas. Una hora habría sido tiempo más que suficiente para llegar a la esencia. Hay imágenes interesantes de lugareños usando barcazas para ir y venir. Pero la mayor parte del tráfico fluvial son otras barcazas turísticas y embarcaciones más pequeñas que venden bebidas, comida y serenatas de mariachi. Fuimos solos en taxi. Si eliges ir, este puede ser un lugar donde un tour tenga sentido ya que los barcos cobran una tarifa por hora (actualmente $750 M) independientemente del número de pasajeros. O busque otros grupos pequeños y empareje.",Neutro,Negativo
Bumper Boats,"Vinimos a Xochimilco como parte de una gira. Hablando de una trampa turística. Si bien los barcos son coloridos, se puede disfrutar del mariachi, comida y bebidas, no hay nada que ver. Los muelles tienen las tiendas de regalo habituales. El barco te lleva en un bucle de una hora donde juegas al bumper boat con otros. Si no fuera parte de la gira, no me esforzaría por esto.",Pareja,3,"Ann Arbor, MI",2025-01-26,2025-01-01,Cdmx,Jardines Flotantes De Xochimilco,"Bumper Boats Vinimos a Xochimilco como parte de una gira. Hablando de una trampa turística. Si bien los barcos son coloridos, se puede disfrutar del mariachi, comida y bebidas, no hay nada que ver. Los muelles tienen las tiendas de regalo habituales. El barco te lleva en un bucle de una hora donde juegas al bumper boat con otros. Si no fuera parte de la gira, no me esforzaría por esto.",Neutro,Positivo
Experiencia Xochimilco,"Llegamos aquí en nuestro coche de alquiler. Hay un gran aparcamiento gratuito en la entrada. Fue fácil encontrar una persona de habla inglesa para organizar nuestro barco. Todos los precios aparecen en el tablero para que no tengas que regatear. Llegamos aquí a las 10 am y estaba empezando a estar ocupado al mediodía había tantos barcos moviéndose. Mientras das tu paseo, pequeños barcos se acercan para venderte bebidas, bocadillos, cenas, tocar música. Necesitas dos horas para recorrer el río y las islas a un ritmo cómodo. Ypu puede detenerse a lo largo de la ruta si lo desea. No tienes que compartir barco, es solo para tu grupo. Probamos el durant cocido y cubierto de queso",Familia,5,"Chelmsford, UK",2025-01-10,2024-12-01,Cdmx,Jardines Flotantes De Xochimilco,"Experiencia Xochimilco Llegamos aquí en nuestro coche de alquiler. Hay un gran aparcamiento gratuito en la entrada. Fue fácil encontrar una persona de habla inglesa para organizar nuestro barco. Todos los precios aparecen en el tablero para que no tengas que regatear. Llegamos aquí a las 10 am y estaba empezando a estar ocupado al mediodía había tantos barcos moviéndose. Mientras das tu paseo, pequeños barcos se acercan para venderte bebidas, bocadillos, cenas, tocar música. Necesitas dos horas para recorrer el río y las islas a un ritmo cómodo. Ypu puede detenerse a lo largo de la ruta si lo desea. No tienes que compartir barco, es solo para tu grupo. Probamos el durant cocido y cubierto de queso",Positivo,Positivo
Viaje muy decepcionado,"Fuimos allí basados en las reseñas, la historia y el título del sitio de la UNESCO. ¡Fue una decepción! No se parece en nada a lo que leemos y de lo que hablamos. No recomendaría esto a nadie. Fue una pérdida total de tiempo y dinero. Ahora puedo entender perfectamente lo que significa una trampa para turistas.",Familia,1,anonimo,2024-12-29,2024-12-01,Cdmx,Jardines Flotantes De Xochimilco,"Viaje muy decepcionado Fuimos allí basados en las reseñas, la historia y el título del sitio de la UNESCO. ¡Fue una decepción! No se parece en nada a lo que leemos y de lo que hablamos. No recomendaría esto a nadie. Fue una pérdida total de tiempo y dinero. Ahora puedo entender perfectamente lo que significa una trampa para turistas.",Negativo,Negativo
¡Una inmersión de la cultura mexicana en un barco!,"Xochimilco, ubicado a solo 30-40 minutos de la Ciudad de México, ofrece una experiencia mexicana verdaderamente auténtica que es vibrante e inolvidable. Conocido por sus coloridas trajineras, Xochimilco es el lugar perfecto para sumergirse en la cultura mexicana. Una vez que llegue, puede alquilar un barco para navegar por los pintorescos canales. La experiencia puede durar tanto o tan poco como desee, solo hágale saber a su operador de barcos. Mientras flotas, te encontrarás con vendedores que venden deliciosa comida mexicana, desde tacos hasta tamales, e incluso bebidas como las micheladas. La música en vivo se suma al ambiente festivo, con mariachis y otros músicos que le dan serenatas desde los barcos cercanos. Algunos consejos: Ve al baño antes de tomar un bote. Asegúrate de traer mucho dinero en efectivo, ya que lo necesitarás para pagar el paseo en barco y cualquier comida o música que te gustaría disfrutar. El costo varía dependiendo de la duración de su viaje y lo que compre, pero todo es muy razonable. Además, Ubers era fácil de encontrar tanto desde como hacia Xochimilco, por lo que es una excursión conveniente de un día desde la ciudad. Planifique por lo menos una hora, pero quédese el tiempo que desee para empaparse de la energía viva de este destino único. Muy recomendable!",Pareja,4,"San Francisco, CA",2024-12-29,2024-01-01,Cdmx,Jardines Flotantes De Xochimilco,"¡Una inmersión de la cultura mexicana en un barco! Xochimilco, ubicado a solo 30-40 minutos de la Ciudad de México, ofrece una experiencia mexicana verdaderamente auténtica que es vibrante e inolvidable. Conocido por sus coloridas trajineras, Xochimilco es el lugar perfecto para sumergirse en la cultura mexicana. Una vez que llegue, puede alquilar un barco para navegar por los pintorescos canales. La experiencia puede durar tanto o tan poco como desee, solo hágale saber a su operador de barcos. Mientras flotas, te encontrarás con vendedores que venden deliciosa comida mexicana, desde tacos hasta tamales, e incluso bebidas como las micheladas. La música en vivo se suma al ambiente festivo, con mariachis y otros músicos que le dan serenatas desde los barcos cercanos. Algunos consejos: Ve al baño antes de tomar un bote. Asegúrate de traer mucho dinero en efectivo, ya que lo necesitarás para pagar el paseo en barco y cualquier comida o música que te gustaría disfrutar. El costo varía dependiendo de la duración de su viaje y lo que compre, pero todo es muy razonable. Además, Ubers era fácil de encontrar tanto desde como hacia Xochimilco, por lo que es una excursión conveniente de un día desde la ciudad. Planifique por lo menos una hora, pero quédese el tiempo que desee para empaparse de la energía viva de este destino único. Muy recomendable!",Positivo,Positivo
